id	name	category1	category2	category3	category4
3198	Kateter, koronarni, za ultrazvučnu dijagnostiku	10 - Medicinska sredstva za jednokratnu upotrebu			
3199	Kateter, nazalni, za tretman epistakse	10 - Medicinska sredstva za jednokratnu upotrebu			
3200	Kateter, nazalni, za tretman epistakse, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3201	Kateter, neurovaskularni, za ultrazvučnu dijagnostiku	10 - Medicinska sredstva za jednokratnu upotrebu			
3202	Kateter, nevaskularni, za ultrazvučnu dijagnostiku	10 - Medicinska sredstva za jednokratnu upotrebu			
3203	Kateter, pomoćni, za zamenu endotrahealnog tubusa	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
3204	Kateter, produžni, nevaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3205	Kateter, produžni, vaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3206	Kateter, produžni, za peritonealnu dijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
3207	Kateter, rektalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3208	Kateter, termodilucioni, dijagnostički	10 - Medicinska sredstva za jednokratnu upotrebu			
3209	Kateter, termodilucioni, dijagnostički, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3210	Kateter, umbilikalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3211	Kateter, ureteralni	10 - Medicinska sredstva za jednokratnu upotrebu			
3212	Kateter, ureteralni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3213	Kateter, ureteralni, za intervencije na prostati	10 - Medicinska sredstva za jednokratnu upotrebu			
3214	Kateter, ureteralni, za prostektomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3215	Kateter, urinarni	10 - Medicinska sredstva za jednokratnu upotrebu			
3216	Kateter, urinarni, sa kesom, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3217	Kateter, urinarni, sa temperaturnim senzorom	10 - Medicinska sredstva za jednokratnu upotrebu			
3218	Kateter, urinarni, sa temperaturnom sondom	10 - Medicinska sredstva za jednokratnu upotrebu			
3219	Kateter, urinarni, silikonski	10 - Medicinska sredstva za jednokratnu upotrebu			
3220	Kateter, vaskularni, za ultrazvučnu dijagnostiku	10 - Medicinska sredstva za jednokratnu upotrebu			
3221	Keramički abraziv, dentalni rotirajući instrument	03 - Dentalna medicinska sredstva	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	
3222	Keramički zubi	03 - Dentalna medicinska sredstva			
3223	Kertridž predkolone za HPLC	06 - "In vitro" dijagnostička medicinska sredstva			
3224	Kertridž sa aktivnim ugljem, za hemoperfuziju	10 - Medicinska sredstva za jednokratnu upotrebu			
3225	Kertridž sa lubrikantom, za pneumatski motor	10 - Medicinska sredstva za jednokratnu upotrebu			
3226	Kertridž sa vodonik-peroksidom, za plazma sterilizator	05 - Bolnička, aparaturna oprema	10 - Medicinska sredstva za jednokratnu upotrebu		
3227	Kertridž sistema za aplikaciju koštanog cementa	10 - Medicinska sredstva za jednokratnu upotrebu			
3228	Kertridž sistema za grejanje krvi i infuzionih rastvora	10 - Medicinska sredstva za jednokratnu upotrebu			
3229	Kertridž za 3D štampač, stomatologija	03 - Dentalna medicinska sredstva			
3230	Kertridž za implantaciju grafta, oftalmologija	08 - Oftalmološka i optička medicinska sredstva			
3231	Kertridž za implantaciju intraokularnog sočiva	08 - Oftalmološka i optička medicinska sredstva			
3232	Kertridž za kontinuiranu hemodijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
3233	Kertridž za kontinuiranu hemodijalizu, pedijatrijski	10 - Medicinska sredstva za jednokratnu upotrebu			
3234	Kesa sa alkoholom, za generator pare za termoablaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3235	Kesa sa vodom, za generator pare za termoablaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3236	Kesa za drenažnu, nesterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3237	Kesa za drenažnu, nesterilna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3238	Kesa za drenažnu, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3239	Kesa za drenažu likvora	10 - Medicinska sredstva za jednokratnu upotrebu			
3240	Kesa za drenažu likvora, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3241	Kesa za drenažu, nesterilna, za oftalmološki hirurški aparat	10 - Medicinska sredstva za jednokratnu upotrebu			
3242	Kesa za drenažu, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3243	Kesa za drenažu, sterilna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3244	Kesa za ekstrakciju stranih tela i tkiva, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
3245	Kesa za ekstrakciju tkiva, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
3246	Kesa za ekstrakciju tkiva, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
3247	Kesa za ekstrakciju tkiva, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3248	Kesa za enteralnu ishranu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3249	Kesa za enteralnu ishranu, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3250	Kesa za fiksiranje medicinske opreme	10 - Medicinska sredstva za jednokratnu upotrebu			
3251	Kesa za hemodijalizu, drenažna	10 - Medicinska sredstva za jednokratnu upotrebu			
3252	Kesa za hemodijalizu, drenažna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3254	Kesa za krioprezervaciju ćelija	10 - Medicinska sredstva za jednokratnu upotrebu			
3255	Kesa za krioprezervaciju matičnih ćelija	10 - Medicinska sredstva za jednokratnu upotrebu			
3256	Kesa za krioprezervaciju tkiva	10 - Medicinska sredstva za jednokratnu upotrebu			
3257	Kesa za krv iz pupčanika, četvorodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3258	Kesa za krv iz pupčanika, četvorodelna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3259	Kesa za krv iz pupčanika, dvodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3260	Kesa za krv iz pupčanika, dvodelna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3261	Kesa za krv iz pupčanika, jednodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3262	Kesa za krv iz pupčanika, jednodelna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3263	Kesa za krv iz pupčanika, trodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3264	Kesa za krv iz pupčanika, trodelna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3265	Kesa za krv, četvorodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3266	Kesa za krv, četvorodelna, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3267	Kesa za krv, dvodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3268	Kesa za krv, dvodelna, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3269	Kesa za krv, jednodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3270	Kesa za krv, jednodelna, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3271	Kesa za krv, petodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3272	Kesa za krv, petodelna, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3273	Kesa za krv, trodelna	10 - Medicinska sredstva za jednokratnu upotrebu			
3274	Kesa za krv, trodelna, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3275	Kesa za krv, za izdvajanje trombocita	10 - Medicinska sredstva za jednokratnu upotrebu			
3276	Kesa za krv, za izdvajanje trombocita, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3277	Kesa za krvnu plazmu, plazmafereza	10 - Medicinska sredstva za jednokratnu upotrebu			
3278	Kesa za mešanje infuzionih rastvora	10 - Medicinska sredstva za jednokratnu upotrebu			
3279	Kesa za miš navigacionog sistema, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3280	Kesa za parenteralnu ishranu, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3281	Kesa za peritonealnu dijalizu, drenažna	10 - Medicinska sredstva za jednokratnu upotrebu			
3282	Kesa za peritonealnu dijalizu, drenažna, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3283	Kesa za prenos krvi	10 - Medicinska sredstva za jednokratnu upotrebu			
3284	Kesa za prenos krvi, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3285	Kesa za pumpu za enteralnu ishranu	10 - Medicinska sredstva za jednokratnu upotrebu			
3286	Kesa za pumpu za enteralnu ishranu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3287	Kesa za sakupljanje masnog tkiva, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3288	Kesa za sterilizaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3289	Kesa za sterilizaciju, ravna	10 - Medicinska sredstva za jednokratnu upotrebu			
3290	Kesa za sterilizaciju, sa faltom	10 - Medicinska sredstva za jednokratnu upotrebu			
3291	Kesa za sterilizaciju, samolepljiva	10 - Medicinska sredstva za jednokratnu upotrebu			
3292	Kesa za sukciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3293	Kesa za urin	10 - Medicinska sredstva za jednokratnu upotrebu			
3294	Kesa za urin i graduisana komora za merenje diureze, sistem	10 - Medicinska sredstva za jednokratnu upotrebu			
3295	Kesa za urin, pedijatrijska	10 - Medicinska sredstva za jednokratnu upotrebu			
3296	Kesa za urin, za sistem merenja diureze	10 - Medicinska sredstva za jednokratnu upotrebu			
3297	Kesa za uzorkovanje dijalizata	10 - Medicinska sredstva za jednokratnu upotrebu			
3298	Kesa za uzorkovanje krvi	10 - Medicinska sredstva za jednokratnu upotrebu			
3299	Kesa za uzorkovanje tkiva, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
3300	Kesa za vakuum pumpu, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3301	Kesa, hirurška, za izolaciju organa	10 - Medicinska sredstva za jednokratnu upotrebu			
3302	Kesa, sabirna, sukciona, za artroskopiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3303	Kesa, sabirna, za drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3304	Kireta za biopsiju, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3305	Kireta za kost, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3306	Kireta za kost, hirurški instrument, ortopedija sa traumatologijom	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3307	Kireta za kost, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
3308	Kireta za uterus, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3309	Kireta za uzimanje uzorka endometrijuma	10 - Medicinska sredstva za jednokratnu upotrebu			
3310	Kireta, dentalni instrument	03 - Dentalna medicinska sredstva	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	
3311	Kireta, hirurški instrument, dermatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3312	Kireta, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3313	Kireta, hirurški instrument, ginekologija i urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3525	Kompresa od netkanog materijala, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
3314	Kireta, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3315	Kireta, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3316	Kireta, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3317	Kireta, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3318	Kireta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3319	Kireta, periodontalni instrument	03 - Dentalna medicinska sredstva			
3320	Kiselina za kauterizaciju oralnih lezija	03 - Dentalna medicinska sredstva			
3321	Kiselina za nagrizanje gleđi	03 - Dentalna medicinska sredstva			
3322	Kiselina za nagrizanje gleđi, u gelu	03 - Dentalna medicinska sredstva			
3323	Kiselina za nagrizanje zubnih površina	03 - Dentalna medicinska sredstva			
3324	Kiselina za nagrizanje zubnih površina, poliakrilna	03 - Dentalna medicinska sredstva			
3325	Kiselina za nagrizanje zubnih površina, u gelu	03 - Dentalna medicinska sredstva			
3326	Klema za radiofrekventnu ablaciju, kardiohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
3327	Klema za retraktor, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3328	Klema za sprečavanje retrogradnog krvotoka, set	09 - Instrumenti za višekratnu upotrebu			
3329	Klema, dentalni instrument	03 - Dentalna medicinska sredstva	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	
3330	Klema, elektrohirurški instrument	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
3331	Klema, hirurški instrument, abdominalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3332	Klema, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3333	Klema, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3334	Klema, hirurški instrument, ginekologija i urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3335	Klema, hirurški instrument, grudna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3336	Klema, hirurški instrument, grudna i kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3337	Klema, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3338	Klema, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3339	Klema, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3340	Klema, hirurški instrument, oftalmologija	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
3341	Klema, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3342	Klema, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3343	Klema, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3344	Klema, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
3345	Klema, hirurški instrument, urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3346	Klema, hirurški instrument, vaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3347	Klin pedikla, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3348	Klin troakara, elektrohirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
3349	Klin za fiksaciju, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3350	Klin za infuzionu liniju	10 - Medicinska sredstva za jednokratnu upotrebu			
3351	Klin za infuzionu liniju, za prenos tečnosti iz boce	10 - Medicinska sredstva za jednokratnu upotrebu			
3352	Klin za prenos rastvora citostatika, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3353	Klin za prenos sterilnih rastvora	10 - Medicinska sredstva za jednokratnu upotrebu			
